,rank,Team,rank_change,year,Part,Pld,W,D,L,GF,GA,GD,Points,previous_cup_wins,won_this_year
13777,67,Burkina Faso,-6,2016,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
13778,107,Rwanda,-14,2016,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
13779,148,Sudan,13,2016,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
13780,150,Lesotho,0,2016,,,,,,,,,,0,0
13781,151,Mauritius,-2,2016,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
13782,153,Sao Tome and Principe,2,2016,,,,,,,,,,0,0
13783,144,Tanzania,12,2016,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
13784,143,Comoros,-9,2016,1.0,4.0,1.0,0.0,3.0,4.0,7.0,-3.0,3.0,0,0
13785,126,Ethiopia,0,2016,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
13786,128,Niger,6,2016,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
13787,133,Madagascar,2,2016,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
13788,134,Angola,0,2016,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
13789,138,Burundi,9,2016,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
13790,205,Djibouti,0,2016,,,,,,,,,,0,0
13791,205,Eritrea,0,2016,,,,,,,,,,0,0
13792,205,Somalia,0,2016,,,,,,,,,,0,0
13793,167,South Sudan,0,2016,,,,,,,,,,0,0
13794,176,Gambia,7,2016,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
13795,184,Seychelles,-4,2016,,,,,,,,,,0,0
13796,118,Namibia,-3,2016,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
13797,55,Congo,1,2016,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
13798,58,Mali,3,2016,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
13799,59,Cameroon,0,2016,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,4,0
13800,60,Nigeria,-4,2016,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,3,0
13801,60,Morocco,2,2016,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
13802,62,South Africa,0,2016,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
13803,64,Guinea,3,2016,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
13804,66,Benin,-5,2016,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
13805,67,Burkina Faso,0,2016,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
13806,69,Guinea-Bissau,-4,2016,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
13807,71,Cape Verde,-1,2016,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
13808,31,Ivory Coast,-3,2016,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,2,0
13809,32,Senegal,-7,2016,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
13810,35,Algeria,0,2016,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
13811,38,Tunisia,-4,2016,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,1,0
13812,45,Ghana,2,2016,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
13813,46,Egypt,-7,2016,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,7,0
13814,49,DR Congo,-2,2016,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
13815,72,Uganda,7,2016,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
13816,100,Malawi,1,2016,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
13817,101,Botswana,4,2016,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
13818,103,Chad,-2,2016,,,,,,,,,,0,0
13819,104,Liberia,1,2016,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
13820,106,Eswatini,6,2016,,,,,,,,,,0,0
13821,107,Rwanda,0,2016,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
13822,107,CAR,-15,2016,,,,,,,,,,0,0
13823,110,Zimbabwe,-3,2016,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
13824,110,Gabon,2,2016,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
13825,115,Mauritania,19,2016,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
13826,97,Sierra Leone,4,2016,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
13827,95,Mozambique,6,2016,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
13828,76,Libya,0,2016,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
13829,92,Equatorial Guinea,11,2016,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
13830,93,Togo,-7,2016,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
13831,94,Zambia,2,2016,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,1,0
13832,85,Kenya,-6,2016,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
13833,80,Cape Verde,9,2016,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
13834,86,Libya,10,2016,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
13835,73,Uganda,1,2016,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
13836,71,Guinea,7,2016,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
13837,70,Congo,15,2016,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
13838,68,Guinea-Bissau,-1,2016,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
13839,66,Benin,0,2016,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
13840,65,Cameroon,6,2016,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,4,0
13841,89,Kenya,4,2016,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
13842,102,Zimbabwe,-8,2016,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
13843,91,Zambia,-3,2016,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,1,0
13844,115,Ethiopia,-11,2016,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
13845,114,Equatorial Guinea,22,2016,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
13846,113,Botswana,12,2016,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
13847,111,Gabon,1,2016,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
13848,108,Mozambique,13,2016,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
13849,107,Mauritania,-8,2016,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
13850,105,CAR,-2,2016,,,,,,,,,,0,0
13851,103,Malawi,3,2016,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
13852,101,Rwanda,-6,2016,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
13853,100,Eswatini,-6,2016,,,,,,,,,,0,0
13854,98,Namibia,-20,2016,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
13855,96,Sierra Leone,-1,2016,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
13856,91,Togo,-2,2016,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
13857,103,Liberia,-1,2016,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
13858,61,Mali,3,2016,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
13859,60,South Africa,-2,2016,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
13860,57,Morocco,-3,2016,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
13861,53,Ghana,8,2016,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
13862,50,Nigeria,-10,2016,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,3,0
13863,50,Burkina Faso,-17,2016,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
13864,47,DR Congo,-2,2016,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
13865,38,Algeria,3,2016,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
13866,36,Egypt,-10,2016,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,7,0
13867,34,Tunisia,-4,2016,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,1,0
13868,34,Ivory Coast,3,2016,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,2,0
13869,33,Senegal,1,2016,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
13870,186,Seychelles,2,2016,,,,,,,,,,0,0
13871,174,Gambia,-2,2016,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
13872,169,South Sudan,2,2016,,,,,,,,,,0,0
13873,205,Somalia,0,2016,,,,,,,,,,0,0
13874,205,Djibouti,0,2016,,,,,,,,,,0,0
13875,205,Eritrea,0,2016,,,,,,,,,,0,0
13876,140,Sudan,-8,2016,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
13877,139,Comoros,-4,2016,1.0,4.0,1.0,0.0,3.0,4.0,7.0,-3.0,3.0,0,0
13878,136,Madagascar,3,2016,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
13879,128,Niger,0,2016,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
13880,142,Lesotho,-8,2016,,,,,,,,,,0,0
13881,133,Burundi,-5,2016,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
13882,160,Tanzania,16,2016,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
13883,153,Sao Tome and Principe,0,2016,,,,,,,,,,0,0
13884,145,Mauritius,-6,2016,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
13885,144,Angola,10,2016,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
13886,152,Chad,49,2016,,,,,,,,,,0,0
13887,143,Angola,-1,2016,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
13888,141,Lesotho,-1,2016,,,,,,,,,,0,0
13889,138,Burundi,5,2016,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
13890,135,Sudan,-5,2016,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
13891,140,Comoros,1,2016,1.0,4.0,1.0,0.0,3.0,4.0,7.0,-3.0,3.0,0,0
13892,145,Mauritius,0,2016,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
13893,156,Tanzania,-4,2016,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
13894,152,Chad,0,2016,,,,,,,,,,0,0
13895,153,Sao Tome and Principe,0,2016,,,,,,,,,,0,0
13896,112,Botswana,-1,2016,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
13897,110,Gabon,-1,2016,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
13898,112,Ethiopia,-3,2016,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
13899,114,Equatorial Guinea,0,2016,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
13900,127,Niger,-1,2016,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
13901,133,Madagascar,-3,2016,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
13902,205,Somalia,0,2016,,,,,,,,,,0,0
13903,205,Djibouti,0,2016,,,,,,,,,,0,0
13904,108,Mauritania,1,2016,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
13905,205,Eritrea,0,2016,,,,,,,,,,0,0
13906,168,South Sudan,-1,2016,,,,,,,,,,0,0
13907,175,Gambia,1,2016,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
13908,107,Mozambique,-1,2016,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
13909,60,South Africa,0,2016,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
13910,33,Senegal,0,2016,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
13911,34,Ivory Coast,0,2016,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,2,0
13912,35,Tunisia,1,2016,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,1,0
13913,36,Egypt,0,2016,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,7,0
13914,38,Algeria,0,2016,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
13915,48,DR Congo,1,2016,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
13916,50,Burkina Faso,0,2016,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
13917,51,Nigeria,1,2016,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,3,0
13918,53,Ghana,0,2016,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
13919,85,Libya,-1,2016,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
13920,88,Zambia,-3,2016,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,1,0
13921,89,Kenya,0,2016,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
13922,91,Togo,0,2016,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
13923,92,Rwanda,-9,2016,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
13924,96,Sierra Leone,0,2016,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
13925,99,Namibia,1,2016,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
13926,100,Eswatini,0,2016,,,,,,,,,,0,0
13927,101,Liberia,-2,2016,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
13928,102,Zimbabwe,0,2016,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
13929,103,Malawi,0,2016,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
13930,104,CAR,-1,2016,,,,,,,,,,0,0
13931,80,Cape Verde,0,2016,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
13932,57,Morocco,0,2016,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
13933,60,Mali,-1,2016,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
13934,65,Cameroon,0,2016,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,4,0
13935,66,Benin,0,2016,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
13936,68,Guinea-Bissau,0,2016,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
13937,69,Guinea,-2,2016,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
13938,70,Congo,0,2016,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
13939,72,Uganda,-1,2016,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
13940,186,Seychelles,0,2016,,,,,,,,,,0,0
13941,73,Uganda,1,2017,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
13942,71,Congo,1,2017,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
13943,70,Guinea,1,2017,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
13944,68,Guinea-Bissau,0,2017,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
13945,64,Mali,4,2017,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
13946,62,Cameroon,-3,2017,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,5,1
13947,60,South Africa,0,2017,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
13948,57,Morocco,0,2017,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
13949,66,Benin,0,2017,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
13950,79,Cape Verde,-1,2017,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
13951,103,Zimbabwe,1,2017,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
13952,102,Malawi,-1,2017,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
13953,101,Liberia,0,2017,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
13954,100,Namibia,1,2017,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
13955,99,Eswatini,-1,2017,,,,,,,,,,0,0
13956,96,Sierra Leone,0,2017,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
13957,93,Rwanda,1,2017,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
13958,90,Togo,-1,2017,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
13959,89,Libya,4,2017,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
13960,88,Zambia,0,2017,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,1,0
13961,87,Kenya,-2,2017,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
13962,54,Ghana,1,2017,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
13963,53,Burkina Faso,3,2017,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
13964,33,Senegal,0,2017,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
13965,34,Ivory Coast,0,2017,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,2,0
13966,35,Egypt,-1,2017,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,7,0
13967,36,Tunisia,1,2017,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,1,0
13968,39,Algeria,1,2017,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
13969,49,DR Congo,1,2017,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
13970,50,Nigeria,-1,2017,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,3,0
13971,104,CAR,0,2017,,,,,,,,,,0,0
13972,106,Mozambique,-1,2017,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
13973,177,Gambia,2,2017,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
13974,168,South Sudan,0,2017,,,,,,,,,,0,0
13975,185,Seychelles,-1,2017,,,,,,,,,,0,0
13976,205,Eritrea,0,2017,,,,,,,,,,0,0
13977,205,Djibouti,0,2017,,,,,,,,,,0,0
13978,205,Somalia,0,2017,,,,,,,,,,0,0
13979,127,Niger,0,2017,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
13980,115,Equatorial Guinea,1,2017,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
13981,113,Botswana,1,2017,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
13982,113,Mauritania,5,2017,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
13983,112,Ethiopia,0,2017,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
13984,108,Gabon,-2,2017,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
13985,156,Tanzania,0,2017,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
13986,153,Sao Tome and Principe,0,2017,,,,,,,,,,0,0
13987,151,Chad,-1,2017,,,,,,,,,,0,0
13988,147,Mauritius,2,2017,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
13989,144,Angola,1,2017,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
13990,142,Lesotho,1,2017,,,,,,,,,,0,0
13991,141,Comoros,1,2017,1.0,4.0,1.0,0.0,3.0,4.0,7.0,-3.0,3.0,0,0
13992,139,Burundi,1,2017,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
13993,137,Sudan,2,2017,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
13994,135,Madagascar,2,2017,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
13995,132,Niger,5,2017,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
13996,135,Madagascar,0,2017,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
13997,138,Burundi,-1,2017,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
13998,139,Sudan,2,2017,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
13999,141,Comoros,0,2017,1.0,4.0,1.0,0.0,3.0,4.0,7.0,-3.0,3.0,0,0
14000,143,Lesotho,1,2017,,,,,,,,,,0,0
14001,147,Mauritius,0,2017,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
14002,148,Angola,4,2017,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
14003,151,Chad,0,2017,,,,,,,,,,0,0
14004,102,Liberia,1,2017,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
14005,103,Ethiopia,-9,2017,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
14006,104,Malawi,2,2017,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
14007,105,Mozambique,-1,2017,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
14008,105,Zimbabwe,2,2017,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
14009,107,Mauritania,-6,2017,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
14010,108,CAR,4,2017,,,,,,,,,,0,0
14011,110,Equatorial Guinea,-5,2017,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
14012,153,Sao Tome and Principe,0,2017,,,,,,,,,,0,0
14013,115,Botswana,2,2017,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
14014,169,South Sudan,1,2017,,,,,,,,,,0,0
14015,186,Seychelles,1,2017,,,,,,,,,,0,0
14016,178,Gambia,1,2017,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
14017,101,Togo,11,2017,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
14018,158,Tanzania,2,2017,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
14019,205,Eritrea,0,2017,,,,,,,,,,0,0
14020,205,Somalia,0,2017,,,,,,,,,,0,0
14021,205,Djibouti,0,2017,,,,,,,,,,0,0
14022,100,Rwanda,7,2017,1.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,0,0
14023,99,Namibia,-1,2017,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
14024,98,Eswatini,-1,2017,,,,,,,,,,0,0
14025,31,Senegal,-2,2017,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
14026,33,Cameroon,-29,2017,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,5,1
14027,36,Tunisia,0,2017,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,1,0
14028,37,DR Congo,-12,2017,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
14029,38,Burkina Faso,-15,2017,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
14030,41,Nigeria,-9,2017,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,3,0
14031,45,Ghana,-9,2017,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
14032,47,Ivory Coast,13,2017,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,2,0
14033,48,Morocco,-9,2017,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
14034,23,Egypt,-12,2017,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,7,0
14035,50,Algeria,11,2017,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
14036,87,Kenya,0,2017,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
14037,87,Gabon,-21,2017,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
14038,91,Zambia,3,2017,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,1,0
14039,92,Libya,3,2017,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
14040,94,Sierra Leone,-2,2017,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
14041,76,Congo,5,2017,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
14042,75,Uganda,2,2017,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
14043,80,Guinea-Bissau,12,2017,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
14044,74,Cape Verde,-5,2017,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
14045,58,Mali,-6,2017,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
14046,62,South Africa,2,2017,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,1,0
